id,loan_status
58873,0.007496104
58874,0.99058455
58875,0.0049902615
58876,0.001517515
58877,0.00065355044
58878,0.096834086
58879,0.0047522695
58880,0.0047402056
58881,0.00914097
58882,0.0005566571
58883,0.2221863
58884,0.04497368
58885,0.04940283
58886,0.0047965962
58887,0.9089857
58888,0.31204453
58889,0.9933913
58890,0.11183255
58891,0.60609764
58892,0.034404352
58893,0.017900648
58894,0.06427365
58895,0.0003228813
58896,0.004490772
58897,0.05956526
58898,0.20571536
58899,0.982333
58900,0.012864644
58901,0.050155118
58902,0.102584966
58903,0.0025648738
58904,0.04791408
58905,0.0024286266
58906,0.21282303
58907,0.04116782
58908,0.0018289638
58909,0.035849977
58910,0.00092701835
58911,0.011353104
58912,0.00029139646
58913,0.07717259
58914,0.0231802
58915,0.005314617
58916,0.009623867
58917,0.044800326
58918,0.022325352
58919,0.012998375
58920,0.09632098
58921,0.0004724782
58922,0.04700085
58923,0.00044672695
58924,0.014344479
58925,0.020591652
58926,0.0881006
58927,0.01765221
58928,0.096760415
58929,0.00064703706
58930,0.0059960657
58931,0.9885174
58932,0.86808705
58933,0.22299632
58934,0.035693903
58935,0.008898994
58936,0.018069457
58937,0.009767983
58938,0.009168882
58939,0.009889039
58940,0.003890075
58941,0.986139
58942,0.9818433
58943,0.0840867
58944,0.011032378
58945,0.013359949
58946,0.01849628
58947,0.008324765
58948,0.030414961
58949,0.000796418
58950,0.27389088
58951,0.04009981
58952,0.0032857256
58953,0.0017699054
58954,0.99505347
58955,0.017373703
58956,0.0023123513
58957,0.99737346
58958,0.99937373
58959,0.009991798
58960,0.02401088
58961,0.00076784025
58962,0.085075885
58963,0.118834995
58964,0.036453918
58965,0.011567032
58966,0.0446194
58967,0.0009178105
58968,0.01609931
58969,0.30910668
58970,0.0018549998
58971,0.1076627
58972,0.018531313
58973,0.98153013
58974,0.062242568
58975,0.059106704
58976,0.017881226
58977,0.030713731
58978,0.0113424
58979,0.013710856
58980,0.0056947046
58981,0.0021310456
58982,0.00049433956
58983,0.0015106185
58984,0.010402157
58985,0.01942149
58986,0.984414
58987,0.0010475602
58988,0.014936677
58989,0.03273612
58990,0.0022585767
58991,0.009607215
58992,0.0020349312
58993,0.0011371049
58994,0.008385436
58995,0.99941516
58996,0.011183646
58997,0.9328521
58998,0.0047636023
58999,0.0023998225
59000,0.07565295
59001,0.15293661
59002,0.18431829
59003,0.036988057
59004,0.06647456
59005,0.00077281176
59006,0.03638816
59007,0.024865061
59008,0.9776644
59009,0.012113622
59010,0.001612077
59011,0.010791356
59012,0.01169026
59013,0.0051624337
59014,0.0029951404
59015,0.1211724
59016,0.0041953796
59017,0.0044672643
59018,0.02908581
59019,0.0063320356
59020,0.0017999122
59021,0.012589477
59022,0.036594715
59023,0.9758144
59024,0.03168797
59025,0.9871019
59026,0.0020705804
59027,0.002009621
59028,0.02123939
59029,0.14097539
59030,0.0015273353
59031,0.8057707
59032,0.95616645
59033,0.06070939
59034,0.07976919
59035,0.0043327957
59036,0.056504253
59037,0.1320418
59038,0.007740467
59039,0.008977471
59040,0.0019960145
59041,0.014486468
59042,0.04671468
59043,0.9745623
59044,0.0029508378
59045,0.006699892
59046,0.2748082
59047,0.43414065
59048,0.0065397043
59049,0.07560966
59050,0.0002586088
59051,0.022846438
59052,0.0018651852
59053,0.0070787435
59054,0.017050743
59055,0.048673425
59056,0.0009641879
59057,0.9524724
59058,0.0008299909
59059,0.29545653
59060,0.0012205
59061,0.0074431323
59062,0.012133269
59063,0.0020011018
59064,0.007177276
59065,0.00019688124
59066,0.012431598
59067,0.0005598737
59068,0.008796063
59069,0.05478011
59070,0.0055597974
59071,0.25556153
59072,0.0055268267
59073,0.97467846
59074,0.024452096
59075,0.04901447
59076,0.011802132
59077,0.996258
59078,0.052295655
59079,0.051355183
59080,0.003998094
59081,0.009611735
59082,0.06089706
59083,0.0067318534
59084,0.00019901911
59085,0.036510654
59086,0.14134549
59087,0.6655163
59088,0.050155006
59089,0.040450174
59090,0.015526123
59091,0.0008454439
59092,0.17901495
59093,0.055174846
59094,0.0017862117
59095,7.4100964e-05
59096,0.98854125
59097,0.09524483
59098,0.021104706
59099,0.0024206939
59100,0.0012179967
59101,0.0010869385
59102,0.013969739
59103,0.030018799
59104,0.000115075396
59105,0.07061839
59106,0.00029620976
59107,0.03529589
59108,0.021400541
59109,0.017827861
59110,0.0036427474
59111,0.0023256803
59112,0.012378555
59113,0.9609415
59114,0.047848593
59115,0.112562105
59116,0.0008208182
59117,0.003474296
59118,0.02490626
59119,0.0041788556
59120,0.0005252623
59121,0.00983356
59122,0.021535058
59123,0.99645174
59124,0.93734133
59125,0.046568867
59126,0.5584239
59127,0.0325802
59128,0.0055855666
59129,0.0066068
59130,0.016906375
59131,0.04832266
59132,0.17034341
59133,0.65709335
59134,0.05173003
59135,7.322369e-05
59136,0.0015313172
59137,0.03906569
59138,0.022255598
59139,0.0005371284
59140,0.02138647
59141,0.9905579
59142,0.14640146
59143,0.02077737
59144,0.0036288335
59145,0.033752438
59146,0.03379206
59147,0.01046397
59148,0.012243461
59149,0.006581003
59150,0.0024699348
59151,0.011366846
59152,0.029133433
59153,0.00846532
59154,0.023007013
59155,0.07576173
59156,0.12228948
59157,0.017014967
59158,0.030274633
59159,0.0044231676
59160,0.034352645
59161,0.01155144
59162,0.008732336
59163,0.01867918
59164,0.01123872
59165,0.03768124
59166,0.003349325
59167,0.0087278625
59168,0.085873835
59169,0.98082215
59170,0.016122317
59171,0.011631119
59172,0.14984521
59173,0.0024413085
59174,0.00035218248
59175,0.0007857607
59176,0.024688225
59177,0.001333972
59178,0.00040359408
59179,0.0011478547
59180,0.38477823
59181,0.41187748
59182,0.9935144
59183,0.011492759
59184,0.019636082
59185,0.1010706
59186,0.0051054563
59187,0.00096678926
59188,0.023447497
59189,0.010589821
59190,0.007975856
59191,0.00337496
59192,0.2558334
59193,0.0022827347
59194,0.1023425
59195,0.01883855
59196,0.019095037
59197,0.065432996
59198,0.14545283
59199,0.0067486097
59200,0.99933237
59201,0.0020113927
59202,0.0022314559
59203,0.60707015
59204,0.114943326
59205,0.0034273441
59206,0.0063947984
59207,0.032560397
59208,0.012446413
59209,0.007164216
59210,0.011537439
59211,0.28333983
59212,0.027720816
59213,0.06977317
59214,0.010179027
59215,0.0013487225
59216,0.035253093
59217,0.0012386787
59218,0.0033902265
59219,0.0022981076
59220,0.8899409
59221,0.9331424
59222,0.0032280306
59223,0.0020977897
59224,0.10110193
59225,0.0032418778
59226,0.0037606019
59227,0.12994862
59228,0.18242851
59229,0.0011382164
59230,0.007905754
59231,0.0009755024
59232,0.07944543
59233,0.006755722
59234,0.031529777
59235,0.0015896821
59236,0.027275419
59237,0.025386443
59238,0.0015993707
59239,0.59558004
59240,0.0043994654
59241,0.03311516
59242,0.023693496
59243,0.99087137
59244,0.0118410345
59245,0.94847643
59246,0.006490197
59247,0.019299902
59248,0.00036479416
59249,0.09225466
59250,0.14725481
59251,0.1147964
59252,0.020414103
59253,0.058622744
59254,0.037396282
59255,0.00048645728
59256,0.0002677959
59257,0.9935249
59258,0.029431056
59259,0.9994325
59260,0.0018444284
59261,0.003749312
59262,0.07815815
59263,0.00012693624
59264,0.51910007
59265,0.633344
59266,0.018148182
59267,0.48954952
59268,0.052205503
59269,0.0026009416
59270,0.9986143
59271,0.013948645
59272,0.978576
59273,0.024028502
59274,0.07250059
59275,0.0061994353
59276,0.06947888
59277,0.0026385102
59278,0.05748434
59279,0.007724336
59280,0.00026698294
59281,0.013402544
59282,0.0022689602
59283,0.0018707258
59284,0.00063378137
59285,0.03393623
59286,0.09514637
59287,0.025683913
59288,0.9956862
59289,0.008416399
59290,0.01985994
59291,0.058080498
59292,0.00065407297
59293,0.018178536
59294,0.98920316
59295,0.13009413
59296,0.0043884264
59297,0.0049236086
59298,0.028016584
59299,0.00523409
59300,0.09999276
59301,0.011525563
59302,0.025757376
59303,0.0127778035
59304,0.032565925
59305,0.09525733
59306,0.0035387469
59307,0.0034791946
59308,0.0051472797
59309,0.0012275138
59310,0.0005843922
59311,0.03903941
59312,0.08354938
59313,0.87797797
59314,0.51922476
59315,0.0022325953
59316,0.3900577
59317,0.039955527
59318,0.058739237
59319,0.06893732
59320,0.020361323
59321,0.09521376
59322,0.014502795
59323,0.036883548
59324,0.9344417
59325,0.019087598
59326,0.0049835346
59327,0.02633539
59328,0.0016647927
59329,0.007770309
59330,0.031725902
59331,0.018983297
59332,0.00095564674
59333,0.00027426556
59334,0.01737485
59335,0.003585648
59336,0.0511152
59337,0.0050907345
59338,0.040528398
59339,0.52683276
59340,0.6360299
59341,0.06495742
59342,0.076728426
59343,0.0022985
59344,0.051032882
59345,0.0021493235
59346,0.0070723286
59347,0.11309989
59348,0.008593579
59349,0.017766546
59350,0.0072324867
59351,0.042979963
59352,0.05428728
59353,0.93507487
59354,0.9531427
59355,0.0006400784
59356,0.00081415597
59357,0.0039708684
59358,0.012735916
59359,0.03713773
59360,0.9775038
59361,0.0036998
59362,0.5156794
59363,0.0017629224
59364,0.006571897
59365,0.00073046575
59366,0.0009884326
59367,0.023321819
59368,0.946208
59369,0.024693377
59370,0.0057659214
59371,0.0013758988
59372,0.28311685
59373,0.02303469
59374,0.0051262286
59375,0.97848296
59376,0.8663896
59377,0.25866002
59378,0.053546574
59379,0.022989802
59380,0.114256375
59381,0.0034107603
59382,0.064987
59383,0.9864488
59384,0.039594434
59385,0.0051535615
59386,0.0740478
59387,0.9923993
59388,0.10877117
59389,0.034195103
59390,0.07262722
59391,0.07790103
59392,0.121653326
59393,0.8345545
59394,0.9285237
59395,0.07242742
59396,0.018222742
59397,0.0059495997
59398,0.005944492
59399,0.008233765
59400,0.026233252
59401,0.015706038
59402,0.11835228
59403,0.0066316384
59404,0.010086087
59405,0.0003482593
59406,0.029136347
59407,0.019314291
59408,0.20401184
59409,0.021634808
59410,0.005159966
59411,0.00097588636
59412,0.0050878734
59413,0.00010326329
59414,0.049760785
59415,0.0023754782
59416,0.0036528495
59417,0.00194358
59418,0.0009610906
59419,0.0010332109
59420,0.1228356
59421,0.12182531
59422,0.062009577
59423,0.04566075
59424,0.9414212
59425,0.03195471
59426,0.018702544
59427,0.0014667852
59428,0.2209483
59429,0.0021591678
59430,0.005186339
59431,0.016125297
59432,0.0011783633
59433,0.016559038
59434,0.00023967109
59435,0.0022938836
59436,0.00065226643
59437,0.0061024423
59438,0.43409553
59439,0.05949184
59440,0.0024803046
59441,0.0129226195
59442,0.00042647508
59443,0.0008690266
59444,0.07350709
59445,0.08734237
59446,0.049279664
59447,0.013102705
59448,0.003118852
59449,0.0017603674
59450,0.049135614
59451,0.9838303
59452,0.06307444
59453,0.0068932534
59454,0.027681319
59455,0.042368185
59456,0.07709175
59457,0.9887883
59458,0.25645572
59459,0.095124714
59460,0.03698141
59461,0.0056063826
59462,0.6577938
59463,0.001894862
59464,0.37147987
59465,0.081568524
59466,0.048777957
59467,0.01999788
59468,0.0014058213
59469,0.06679653
59470,0.0014640731
59471,0.007012894
59472,0.10253943
59473,0.0061116056
59474,0.0059508607
59475,0.03499342
59476,0.0027002362
59477,0.0074980166
59478,0.0018282239
59479,0.017876914
59480,0.008345319
59481,0.0913458
59482,0.9817146
59483,0.003669703
59484,0.0018060361
59485,0.020520536
59486,0.11749291
59487,0.021985985
59488,0.049835447
59489,0.009989081
59490,0.0036802327
59491,0.9974348
59492,0.037105255
59493,0.009575291
59494,0.00030330202
59495,0.88878024
59496,0.007195249
59497,0.9904975
59498,0.029651282
59499,0.026092105
59500,0.9990829
59501,0.011570124
59502,0.8854583
59503,0.1214197
59504,0.0009747215
59505,0.11092901
59506,0.0012078442
59507,0.0011386984
59508,0.004105841
59509,0.0070202765
59510,0.0353488
59511,0.00018833214
59512,0.004136482
59513,0.12032078
59514,0.0021667958
59515,0.10233099
59516,0.008739343
59517,0.592284
59518,0.0011420524
59519,0.000547987
59520,0.0075448127
59521,0.0053142565
59522,0.12840597
59523,0.006074481
59524,0.0006750424
59525,0.5852708
59526,0.1540328
59527,0.006753732
59528,0.11545545
59529,0.05458052
59530,0.98580384
59531,0.001466517
59532,0.00022429785
59533,0.049590807
59534,0.046292838
59535,0.015208176
59536,0.0193035
59537,0.03579645
59538,0.08739202
59539,0.025520386
59540,0.70873386
59541,0.0057778847
59542,0.04471086
59543,0.01409361
59544,0.06473555
59545,0.01413492
59546,0.03361988
59547,0.007463299
59548,0.00042661902
59549,0.03460992
59550,0.0016503416
59551,0.006215458
59552,0.00071053556
59553,0.00462679
59554,0.9773884
59555,0.003767405
59556,0.0008827813
59557,0.0030609642
59558,0.03356552
59559,0.013002046
59560,0.01120021
59561,0.0023584396
59562,0.09397259
59563,0.0878574
59564,0.12774438
59565,0.0020596597
59566,0.038135957
59567,0.0084757
59568,0.0011335232
59569,0.00093648845
59570,0.0355823
59571,0.020094601
59572,0.0125726415
59573,0.020412887
59574,0.9722034
59575,0.0041120984
59576,0.026571348
59577,0.045043305
59578,0.802048
59579,0.0019597628
59580,0.0041832826
59581,0.017828312
59582,0.015032508
59583,0.0027845346
59584,0.00026092026
59585,0.026539585
59586,0.0049903253
59587,0.011079801
59588,0.164263
59589,0.16803011
59590,0.00014805967
59591,0.18528706
59592,0.024129407
59593,0.001920493
59594,0.05624818
59595,0.0035137997
59596,0.059077848
59597,0.96421236
59598,0.022311391
59599,0.05868171
59600,0.9678496
59601,0.0053228633
59602,0.12267779
59603,0.038508207
59604,0.009849493
59605,0.00096911285
59606,0.0115692625
59607,0.007896418
59608,0.0073474576
59609,0.0036801747
59610,0.98002565
59611,0.0027515956
59612,0.9902226
59613,0.12645659
59614,0.2642206
59615,0.0045584436
59616,0.034890722
59617,0.03676125
59618,0.21830952
59619,0.012322965
59620,0.015491977
59621,0.008899364
59622,0.0042614345
59623,0.05590791
59624,0.04013288
59625,0.017382406
59626,0.018261423
59627,0.14424622
59628,0.0025650924
59629,0.00038478477
59630,0.07544083
59631,0.0013449045
59632,0.0030259413
59633,0.009231992
59634,0.00621752
59635,0.0072673964
59636,0.038239963
59637,0.064559184
59638,0.9922058
59639,0.008333296
59640,0.0033673085
59641,0.02293193
59642,0.0037341658
59643,0.08008385
59644,0.02204252
59645,0.25325647
59646,0.0015911843
59647,0.9833746
59648,0.0029496483
59649,0.003549059
59650,0.00041108302
59651,0.0037952762
59652,0.004880978
59653,0.003229989
59654,0.023619343
59655,0.01974629
59656,0.2631362
59657,0.98201686
59658,0.0039935964
59659,0.018055622
59660,0.14727317
59661,0.012663053
59662,0.865751
59663,0.044431455
59664,0.07783909
59665,0.02317966
59666,0.01871482
59667,0.0027452933
59668,0.008298404
59669,0.0010810883
59670,0.07424269
59671,0.00078730955
59672,0.0015968957
59673,0.0048658377
59674,0.49240687
59675,0.00021892523
59676,0.57412934
59677,0.9298346
59678,0.0022479082
59679,0.01159193
59680,0.00042998942
59681,0.01975305
59682,0.02243347
59683,0.0004223033
59684,0.008968922
59685,0.028316546
59686,0.3709995
59687,0.014739932
59688,0.012015703
59689,0.06248934
59690,0.001306697
59691,0.0038597554
59692,0.046338692
59693,0.007826875
59694,0.031106811
59695,0.0023770933
59696,0.9270455
59697,0.0034335419
59698,0.0045634704
59699,0.00692889
59700,0.037096225
59701,0.0047091637
59702,0.0049203434
59703,0.029959215
59704,0.0019781468
59705,0.093255416
59706,0.007008868
59707,0.011089263
59708,0.05068334
59709,0.01891109
59710,0.01036752
59711,0.014499348
59712,0.013647922
59713,0.033569057
59714,0.8187528
59715,0.69800276
59716,0.017461421
59717,0.00072534336
59718,0.024221808
59719,0.9587283
59720,0.0034086104
59721,0.9188816
59722,0.008147165
59723,0.0044288742
59724,0.089536354
59725,0.010738485
59726,0.00804175
59727,0.058964185
59728,0.0005190911
59729,0.0012091284
59730,0.07212045
59731,0.08985076
59732,0.01768475
59733,0.04036605
59734,0.006800378
59735,0.002270095
59736,0.05944419
59737,0.00058269006
59738,0.16445355
59739,0.032542918
59740,0.0044992385
59741,0.0022952
59742,0.23322034
59743,0.010046515
59744,0.026983641
59745,0.014982217
59746,0.010459221
59747,0.9980919
59748,0.022537408
59749,0.0074044648
59750,0.098847635
59751,0.0020850156
59752,0.11230658
59753,0.009177685
59754,0.0012171286
59755,0.029419564
59756,0.005513351
59757,0.016437564
59758,0.018170597
59759,0.0017590063
59760,0.037704047
59761,0.011324832
59762,0.2596678
59763,0.000103924845
59764,0.06697868
59765,0.0127315875
59766,0.068676285
59767,0.04424097
59768,0.0019348586
59769,0.011878576
59770,0.022433287
59771,0.015483995
59772,0.0034642844
59773,0.0063814507
59774,0.049634572
59775,0.1405213
59776,0.38305125
59777,0.08147371
59778,0.0005139883
59779,0.16451524
59780,0.0013004923
59781,0.009176219
59782,0.025760492
59783,0.026055202
59784,0.012242665
59785,0.0027159527
59786,0.5038763
59787,0.49375424
59788,0.0098579
59789,0.023777826
59790,0.017751325
59791,0.000109542525
59792,0.006987869
59793,0.030813282
59794,0.8736095
59795,0.98401594
59796,0.0021188327
59797,0.034312822
59798,0.0012191974
59799,0.0019218992
59800,0.28594267
59801,0.0077506397
59802,0.079710454
59803,0.13942601
59804,0.07895693
59805,0.00029613014
59806,0.0022606107
59807,0.0048476523
59808,0.00030683458
59809,0.021760521
59810,0.004067865
59811,0.006155964
59812,0.0079149855
59813,0.0010605393
59814,0.0039352784
59815,0.17788549
59816,0.15501182
59817,0.0028845253
59818,0.47338444
59819,0.05174928
59820,0.0060918145
59821,0.02239132
59822,0.0048701297
59823,0.02908628
59824,0.011452843
59825,0.0007918952
59826,0.015338586
59827,0.18144208
59828,0.03924334
59829,0.10652183
59830,0.008115606
59831,0.0049389577
59832,0.25479883
59833,0.05864672
59834,0.00439198
59835,0.0013727909
59836,0.042400375
59837,0.035866834
59838,0.054307666
59839,0.08842918
59840,0.03641593
59841,0.9974214
59842,0.004746941
59843,0.019879673
59844,0.11697583
59845,0.012439626
59846,0.006605876
59847,0.0052850274
59848,0.005361081
59849,0.0005847029
59850,0.9873733
59851,0.00019873354
59852,0.017079761
59853,0.014137964
59854,0.00057478505
59855,0.0036675977
59856,0.0012826353
59857,0.061911426
59858,0.98970383
59859,0.026034573
59860,0.9721648
59861,0.0018661674
59862,0.01805362
59863,0.003955054
59864,0.0030628343
59865,0.01896688
59866,0.018015362
59867,0.100800715
59868,0.004598028
59869,0.008665452
59870,0.00022813964
59871,0.00048213318
59872,0.0013485478
59873,0.0033101013
59874,0.0069611813
59875,0.037889723
59876,0.0030523036
59877,0.047610667
59878,0.9939844
59879,0.0067586917
59880,0.9838928
59881,0.0005225054
59882,0.04565159
59883,0.08452738
59884,0.027017208
59885,0.05542844
59886,0.033911332
59887,0.82386553
59888,0.005421569
59889,0.000844403
59890,0.006016705
59891,0.70048857
59892,0.005812614
59893,0.008051109
59894,0.010651812
59895,0.3328167
59896,0.0030081961
59897,0.01050221
59898,0.012322745
59899,0.0036503233
59900,0.02120367
59901,0.99108726
59902,0.008373039
59903,0.003534247
59904,0.18691152
59905,0.02778578
59906,0.10687401
59907,0.0023088537
59908,0.022210848
59909,0.059701044
59910,0.058836732
59911,0.019323613
59912,0.035091437
59913,0.0008495524
59914,0.029737288
59915,0.010601299
59916,0.00021716495
59917,0.0031462081
59918,0.0009499966
59919,0.009038178
59920,0.02846594
59921,0.040358733
59922,0.060230546
59923,0.047953334
59924,0.0023015486
59925,0.95250916
59926,0.0023919197
59927,0.008937528
59928,0.0003822859
59929,0.0002281825
59930,0.0063378494
59931,0.021066858
59932,0.019393234
59933,0.025978921
59934,0.0008117012
59935,0.0011653845
59936,0.027641065
59937,0.025804538
59938,0.09162402
59939,0.2309427
59940,0.6160906
59941,0.0015045797
59942,0.0020102982
59943,0.0410504
59944,0.043124925
59945,0.005297692
59946,0.017196821
59947,0.0016828849
59948,0.023674147
59949,0.99362046
59950,0.0056517315
59951,0.084746815
59952,0.0012231511
59953,0.04744936
59954,0.024521291
59955,0.00016454137
59956,0.002870147
59957,0.32872516
59958,0.04727229
59959,0.010621594
59960,0.00039024826
59961,0.015455237
59962,0.088613816
59963,0.0010450429
59964,0.0029125675
59965,0.0053621973
59966,0.9345283
59967,0.0060132924
59968,0.0076575507
59969,0.0031188342
59970,0.07987464
59971,0.99387616
59972,0.8958594
59973,0.045155417
59974,0.001968387
59975,0.009799827
59976,0.00089176756
59977,0.022370093
59978,0.09372058
59979,0.006939752
59980,0.99058443
59981,0.009784583
59982,0.9941181
59983,0.05787074
59984,0.0032611147
59985,0.031637162
59986,0.015873091
59987,0.007027177
59988,0.08220387
59989,0.0031552238
59990,0.043979216
59991,0.07744975
59992,0.0072224415
59993,0.0060870205
59994,0.10475012
59995,0.978297
59996,0.006612551
59997,0.07811124
59998,0.048210673
59999,0.0049540326
60000,0.0003814928
60001,0.017350428
60002,0.22439753
60003,0.005804015
60004,0.00876237
60005,0.026936622
60006,0.020571971
60007,0.004921971
60008,0.00823299
60009,0.014930778
60010,0.04329067
60011,0.004751886
60012,0.10403214
60013,0.0014790545
60014,0.013159801
60015,0.009119465
60016,0.28503266
60017,0.19344391
60018,0.030841613
60019,0.97242355
60020,0.05749402
60021,0.0014853043
60022,0.28712848
60023,0.034251917
60024,0.99649745
60025,0.021134028
60026,0.20197862
60027,0.57072985
60028,0.0023190812
60029,0.9655145
60030,0.931164
60031,0.15284638
60032,0.28198987
60033,0.0007365443
60034,0.00038462947
60035,0.24420358
60036,0.004913067
60037,0.0013159077
60038,0.014478077
60039,0.015548319
60040,0.08769844
60041,0.022844702
60042,0.0114242835
60043,0.014145085
60044,0.046064682
60045,0.0012675396
60046,0.08576914
60047,0.014391585
60048,0.004525997
60049,0.031891007
60050,0.02325435
60051,0.9901011
60052,0.008327989
60053,0.033008467
60054,0.0039892346
60055,0.017690467
60056,0.12629119
60057,0.19858791
60058,0.049450275
60059,0.0011915177
60060,0.026554352
60061,0.005886733
60062,0.11686955
60063,0.003712909
60064,0.0015470078
60065,0.0011075927
60066,0.12101415
60067,0.15930529
60068,0.0008410608
60069,0.010882775
60070,0.028509825
60071,0.0013201174
60072,0.04379994
60073,0.01558702
60074,0.044190317
60075,0.018809544
60076,0.0560983
60077,0.064722426
60078,0.1138473
60079,0.0040296484
60080,0.005875462
60081,0.5745834
60082,0.027413938
60083,0.045231674
60084,0.10223383
60085,0.011859276
60086,0.32831076
60087,0.0024471646
60088,0.028892064
60089,0.015281012
60090,0.019014398
60091,0.9852503
60092,0.003754809
60093,0.017092839
60094,0.0008591932
60095,0.04701325
60096,0.002944464
60097,8.659175e-05
60098,0.11998815
60099,0.004855049
60100,0.010104165
60101,0.028659211
60102,0.001053384
60103,0.0020947563
60104,0.08137735
60105,0.008313891
60106,0.00013957031
60107,0.003754017
60108,0.050034534
60109,0.011414523
60110,0.026368385
60111,0.0035276918
60112,0.013134875
60113,0.014991212
60114,0.03739576
60115,0.002177038
60116,0.9641861
60117,0.012907016
60118,0.025573643
60119,0.0012433947
60120,0.036273733
60121,0.019113213
60122,0.011254977
60123,0.003266999
60124,0.019480377
60125,0.07145958
60126,0.0020139539
60127,0.022433445
60128,0.007679696
60129,0.001349271
60130,0.014261294
60131,0.86237246
60132,0.99632627
60133,0.27849314
60134,0.012800024
60135,0.045872837
60136,0.0022588938
60137,0.0017840152
60138,0.07056363
60139,0.039290104
60140,0.27811834
60141,6.174079e-05
60142,0.0026771456
60143,0.9940534
60144,0.13623253
60145,0.0018293764
60146,0.032537613
60147,0.030558554
60148,0.0005443474
60149,0.0011112515
60150,0.013564587
60151,0.9733097
